iter	Logloss
165	0.003528108542
166	0.003528098045
167	0.003525506234
168	0.003525495334
169	0.003471857884
170	0.003471855058
171	0.003471847387
172	0.003462548932
173	0.003453423094
174	0.003419374115
175	0.003419366866
176	0.003417596982
177	0.003407058091
178	0.003407060513
179	0.003407064146
180	0.003407028216
181	0.003407029427
182	0.003359084718
183	0.003359068974
184	0.003349166024
185	0.003332379325
186	0.00333237004
187	0.003324517725
188	0.00319487827
189	0.003065516603
190	0.003063904756
191	0.003056351622
192	0.003048676906
193	0.003048672869
194	0.003048672869
195	0.003048672869
196	0.003048664391
197	0.003048653491
198	0.003048653491
199	0.003040085533
200	0.003040085533
201	0.003016249846
202	0.002982883528
203	0.002982873436
204	0.002864387477
205	0.002864375164
206	0.00283084712
207	0.002701920645
208	0.002701919837
209	0.002701918828
210	0.002700318118
211	0.002700312062
212	0.002692229999
213	0.002692225962
214	0.002673259635
215	0.0026717885
216	0.002656227572
217	0.002649987689
218	0.002649987689
219	0.002638081909
220	0.002536821923
221	0.002531413879
222	0.002531411659
223	0.002531416503
224	0.002531410044
225	0.002531410044
226	0.002526795144
227	0.002526802192
228	0.002526803605
229	0.00252141502
230	0.002520592856
231	0.002520570063
232	0.002458008709
233	0.002458004672
234	0.002457997405
235	0.00245801315
236	0.002453034896
237	0.002453034896
238	0.002451880694
239	0.002451885538
240	0.002451881299
241	0.002451881299
242	0.002451882914
243	0.002451883116
244	0.002451875647
245	0.002451876657
246	0.002403008042
247	0.002403010262
248	0.002402988848
249	0.002402988848
250	0.002402192723
251	0.002402190906
252	0.002402190906
253	0.002383121837
254	0.002383118203
255	0.002383117194
256	0.002383106496
257	0.002383106496
258	0.002280104459
259	0.002280103248
260	0.002280054565
261	0.002280040637
262	0.002280038619
263	0.002280039426
264	0.002280025498
265	0.002280024489
266	0.002280024691
267	0.002279459692
268	0.002279459692
269	0.002274910603
270	0.00227490374
271	0.002274015753
272	0.002274014744
273	0.002212601289
274	0.002212592003
275	0.002211859025
276	0.002138069867
277	0.002138070069
278	0.002138070876
279	0.002138061389
280	0.002138065224
281	0.002138067647
282	0.002138065628
283	0.002138065628
284	0.002138059976
285	0.002138059976
286	0.002138055939
287	0.002138060582
288	0.002138049883
289	0.002138044231
290	0.002138034946
291	0.002138034946
292	0.002138027679
293	0.002133283499
294	0.00213328572
295	0.002133264156
296	0.002133255476
297	0.002133256687
298	0.002132562448
299	0.002132552153
300	0.00213255942
301	0.002132552153
302	0.002132543675
303	0.002131804255
304	0.00213180587
305	0.002131801227
306	0.002131804659
307	0.002131802034
308	0.002131801025
309	0.002131336552
310	0.002131336552
311	0.002131337157
312	0.002131298804
313	0.002131292951
314	0.002108389165
315	0.002108378853
316	0.00210836876
317	0.002108367751
318	0.002108370173
319	0.002108366136
320	0.002108366136
321	0.002108366136
322	0.002108367347
323	0.002108365328
324	0.002108352208
325	0.002108354024
326	0.002108347161
327	0.002108345344
328	0.002108345344
329	0.002108346152
330	0.002108340702
331	0.002037679792
332	0.002037673332
333	0.002037674342
334	0.002037675553
335	0.002037675755
336	0.002037673332
337	0.002037673719
338	0.002037651918
339	0.002037644651
340	0.00203764021
341	0.002037628722
342	0.002037622868
343	0.002037622868
344	0.002037623877
345	0.002037627309
346	0.002037627915
347	0.002037625896
348	0.002037624079
349	0.002037616409
350	0.002037619638
351	0.002037617822
352	0.002037617822
353	0.002037617216
354	0.002037617216
355	0.00203761439
356	0.002037618427
357	0.002037618225
358	0.002037618225
359	0.002037609949
360	0.002037611143
361	0.002037611143
362	0.002037190692
363	0.002037197353
364	0.002037181995
365	0.002037181591
366	0.002037178361
367	0.002037178361
368	0.0020371826
369	0.002037175131
370	0.002037176141
371	0.002037171094
372	0.002037178765
373	0.002037176141
374	0.00203717392
375	0.0020371717
376	0.002037168672
377	0.00203716524
378	0.002037163643
379	0.002037162028
380	0.002037156982
381	0.002037156982
382	0.002037158798
383	0.002037148706
384	0.002037149917
385	0.00203714588
386	0.002037144467
387	0.002037142009
388	0.002037142009
389	0.002037142009
390	0.002037129898
391	0.002037135954
392	0.002037135954
393	0.002037136357
394	0.002037136761
395	0.002037130907
396	0.002037124851
397	0.002037132724
398	0.002037132724
399	0.002037132926
400	0.002037132926
401	0.002037132926
402	0.002037130302
403	0.002037130302
404	0.002037127476
405	0.002037134339
406	0.0020371301
407	0.002037126264
408	0.002037126264
409	0.002037131916
410	0.00203712687
411	0.002037125053
412	0.002037120612
413	0.002037119401
414	0.002037119401
415	0.002037119199
416	0.002037117786
417	0.002037124246
418	0.002037117786
419	0.00203711496
420	0.002037116777
421	0.002037119199
422	0.002037116979
423	0.002037109107
424	0.002037113951
425	0.002037113749
426	0.002037114153
427	0.002037114153
428	0.002037106684
429	0.002037108097
430	0.002037108501
431	0.002037113749
432	0.002037111327
433	0.002037102647
434	0.002037104245
435	0.002037105052
436	0.002037101217
437	0.002037103033
438	0.002037106465
439	0.002037098593
440	0.002037101217
441	0.002037101217
442	0.00203709718
443	0.002037091931
444	0.002037094959
445	0.002037092739
446	0.002037092352
447	0.002037086297
448	0.002037087306
449	0.002037068533
450	0.002037076002
451	0.002037082663
452	0.00203707257
453	0.0020370758
454	0.002037071965
455	0.002037066717
456	0.002037069929
457	0.002037071342
458	0.002037064479
459	0.002037067103
460	0.002037066094
461	0.002037063268
462	0.002037067103
463	0.002037063469
464	0.002037064479
465	0.00203705923
466	0.00203705923
467	0.002037059634
468	0.002037062864
469	0.002037048532
470	0.002037050752
471	0.002037047321
472	0.002037050349
473	0.002037044512
474	0.002037047136
475	0.002037050568
476	0.00203704431
477	0.002037042494
478	0.002037049357
479	0.002037035832
480	0.002037040677
481	0.002037042494
482	0.002037049559
483	0.002037041888
484	0.00203703886
485	0.002037039062
486	0.002037031795
487	0.002037037851
488	0.002037037245
489	0.002037027556
490	0.002037026933
491	0.002037033191
492	0.002037024309
493	0.002037025722
494	0.002037019868
495	0.002037024107
496	0.002037024309
497	0.002037022492
498	0.002037015024
499	0.002037007151
500	0.002037010785
501	0.002037011592
502	0.002037011996
503	0.002037011188
504	0.002037012803
505	0.002037004325
506	0.002037011794
507	0.002037011996
508	0.002037009977
509	0.002037006344
510	0.002037009977
511	0.002037001903
512	0.002036997058
513	0.002037002307
514	0.002037000692
515	0.002036996857
516	0.002036994838
517	0.002036996251
518	0.002036995847
519	0.002036984947
520	0.002036985552
521	0.00203698091
522	0.002036983938
523	0.002036977276
524	0.002036978689
525	0.002036973643
526	0.00203697768
527	0.00203697445
528	0.002036973441
529	0.002036970009
530	0.002036969606
531	0.00203696678
532	0.002036968395
533	0.002036967991
534	0.002036962137
535	0.002036957898
536	0.002036957292
537	0.002036946594
538	0.002036940925
539	0.002036929621
540	0.002036935676
541	0.002036923969
542	0.002036926391
543	0.002036929015
544	0.002036923565
545	0.002036920335
546	0.002036916702
547	0.00203693386
548	0.002036923161
549	0.002036921748
550	0.002036928208
551	0.002036928006
552	0.002036916298
553	0.002036922959
554	0.002036926996
555	0.002036925785
556	0.002036918115
557	0.00203692195
558	0.00203692195
559	0.002036922757
560	0.002036921546
561	0.002036919124
562	0.002036923161
563	0.002036919931
564	0.002036922152
565	0.002036918922
566	0.002036915692
567	0.002036918115
568	0.002036915692
569	0.002036921143
570	0.00203691105
571	0.002036910444
572	0.002036910444
573	0.002036910444
574	0.002036910444
575	0.002036910444
576	0.002036910444
577	0.002036910444
578	0.002036910444
579	0.002036910444
580	0.002036910444
581	0.002036910444
582	0.002036910444
583	0.002036910444
584	0.002036910444
585	0.002036910444
586	0.002036910444
587	0.002036910444
588	0.002036910444
589	0.002036910444
590	0.002036910444
591	0.002036910444
592	0.002036910444
593	0.002036910444
594	0.002036910444
595	0.002036910444
596	0.002036910444
597	0.002036910444
598	0.002036910444
599	0.002036910444
600	0.002036910444
601	0.002036910444
602	0.002036910444
603	0.002036910444
604	0.002036910444
605	0.002036910444
606	0.002036910444
607	0.002036910444
608	0.002036910444
609	0.002036910444
610	0.002036910444
611	0.002036910444
612	0.002036910444
613	0.002036910444
614	0.002036910444
615	0.002036910444
616	0.002036910444
617	0.002036910444
618	0.002036910444
619	0.002036910444
620	0.002036910444
621	0.002036910444
622	0.002036910444
623	0.002036910444
624	0.002036910444
625	0.002036910444
626	0.002036910444
627	0.002036910444
628	0.002036910444
629	0.002036910444
630	0.002036910444
631	0.002036910444
632	0.002036910444
633	0.002036910444
634	0.002036910444
635	0.002036910444
636	0.002036910444
637	0.002036910444
638	0.002036910444
639	0.002036910444
640	0.002036910444
641	0.002036910444
642	0.002036910444
643	0.002036910444
644	0.002036910444
645	0.002036910444
646	0.002036910444
647	0.002036910444
648	0.002036910444
649	0.002036910444
650	0.002036910444
651	0.002036910444
652	0.002036910444
653	0.002036910444
654	0.002036910444
655	0.002036910444
656	0.002036910444
657	0.002036910444
658	0.002036910444
659	0.002036910444
660	0.002036910444
661	0.002036910444
662	0.002036910444
663	0.002036910444
664	0.002036910444
665	0.002036910444
666	0.002036910444
667	0.002036910444
668	0.002036910444
669	0.002036910444
670	0.002036910444
671	0.002036910444
672	0.002036910444
673	0.002036910444
674	0.002036910444
675	0.002036910444
676	0.002036910444
677	0.002036910444
678	0.002036910444
679	0.002036910444
680	0.002036910444
681	0.002036910444
682	0.002036910444
683	0.002036910444
684	0.002036910444
685	0.002036910444
686	0.002036910444
687	0.002036910444
688	0.002036910444
689	0.002036910444
690	0.002036910444
691	0.002036911453
692	0.002036911453
693	0.002036911453
694	0.002036911453
695	0.002036911453
696	0.002036911453
697	0.002036911453
698	0.002036911453
699	0.002036911453
700	0.002036911453
701	0.002036911453
702	0.002036911453
703	0.002036911453
704	0.002036911453
705	0.002036911453
706	0.002036911453
707	0.002036911453
708	0.002036911453
709	0.002036911453
710	0.002036911453
711	0.002036911453
712	0.002036911453
713	0.002036911453
714	0.002036911453
715	0.002036911453
716	0.002036911453
717	0.002036911453
718	0.002036911453
719	0.002036911453
720	0.002036911453
721	0.002036911453
722	0.002036911453
723	0.002036911453
724	0.002036911453
725	0.002036911453
726	0.002036911453
727	0.002036911453
728	0.002036911453
729	0.002036911453
730	0.002036911453
731	0.002036911453
732	0.002036911453
733	0.002036911453
734	0.002036911453
735	0.002036911453
736	0.002036911453
737	0.002036911453
738	0.002036911453
739	0.002036911453
740	0.002036911453
741	0.002036911453
742	0.002036911453
743	0.002036911453
744	0.002036911453
745	0.002036911453
746	0.002036911453
747	0.002036911453
748	0.002036911453
749	0.002036911453
750	0.002036911453
751	0.002036911453
752	0.002036911453
753	0.002036911453
754	0.002036911453
755	0.002036911453
756	0.002036911453
757	0.002036911453
758	0.002036911453
759	0.002036911453
760	0.002036911453
761	0.002036911453
762	0.002036911453
763	0.002036911453
764	0.002036911453
765	0.002036911453
766	0.002036911453
767	0.002036911453
768	0.002036911453
769	0.002036911453
770	0.002036911453
771	0.002036911453
772	0.002036911453
773	0.002036911453
774	0.002036911453
775	0.002036911453
776	0.002036911453
777	0.002036911453
778	0.002036911453
779	0.002036911453
780	0.002036911453
781	0.002036911453
782	0.002036911453
783	0.002036911453
784	0.002036911453
785	0.002036911453
786	0.002036911453
787	0.002036911453
788	0.002036911453
789	0.002036911453
790	0.002036911453
791	0.002036911453
792	0.002036911453
793	0.002036911453
794	0.002036911453
795	0.002036911453
796	0.002036911453
797	0.002036911453
798	0.002036911453
799	0.002036911453
800	0.002036911453
801	0.002036911453
802	0.002036911453
803	0.002036911453
804	0.002036911453
805	0.002036911453
806	0.002036911453
807	0.002036911453
808	0.002036911453
809	0.002036911453
810	0.002036911453
811	0.002036911453
812	0.002036911453
813	0.002036911453
814	0.002036911453
815	0.002036911453
816	0.002036911453
817	0.002036911453
818	0.002036911453
819	0.002036911453
820	0.002036911453
821	0.002036911453
822	0.002036911453
823	0.002036911453
824	0.002036911453
825	0.002036911453
826	0.002036911453
827	0.002036911453
828	0.002036911453
829	0.002036911453
830	0.002036911453
831	0.002036911453
832	0.002036911453
833	0.002036911453
834	0.002036911453
835	0.002036911453
836	0.002036911453
837	0.002036911453
838	0.002036911453
839	0.002036911453
840	0.002036911453
841	0.002036911453
842	0.002036911453
843	0.002036911453
844	0.002036911453
845	0.002036911453
846	0.002036911453
847	0.002036911453
848	0.002036911453
849	0.002036911453
850	0.002036911453
851	0.002036911453
852	0.002036911453
853	0.002036911453
854	0.002036911453
855	0.002036911453
856	0.002036911453
857	0.002036911453
858	0.002036911453
859	0.002036911453
860	0.002036911453
861	0.002036911453
862	0.002036911453
863	0.002036911453
864	0.002036911453
865	0.002036911453
866	0.002036911453
867	0.002036911453
868	0.002036911453
869	0.002036911453
870	0.002036911453
871	0.002036911453
872	0.002036911453
873	0.002036911453
874	0.002036911453
875	0.002036911453
876	0.002036911453
877	0.002036911453
878	0.002036911453
879	0.002036911453
880	0.002036911453
881	0.002036911453
882	0.002036911453
883	0.002036911453
884	0.002036911453
885	0.002036911453
886	0.002036911453
887	0.002036911453
888	0.002036911453
889	0.002036911453
890	0.002036911453
891	0.002036911453
892	0.002036911453
893	0.002036911453
894	0.002036911453
895	0.002036911453
896	0.002036911453
897	0.002036911453
898	0.002036911453
899	0.002036911453
900	0.002036911453
901	0.002036911453
902	0.002036911453
903	0.002036911453
904	0.002036911453
905	0.002036911453
906	0.002036911453
907	0.002036911453
908	0.002036911453
909	0.002036911453
910	0.002036911453
911	0.002036911453
912	0.002036911453
913	0.002036911453
914	0.002036911453
915	0.002036911453
916	0.002036911453
917	0.002036911453
918	0.002036911453
919	0.002036911453
920	0.002036911453
921	0.002036911453
922	0.002036911453
923	0.002036911453
924	0.002036911453
925	0.002036911453
926	0.002036911453
927	0.002036911453
928	0.002036911453
929	0.002036911453
930	0.002036911453
931	0.002036911453
932	0.002036911453
933	0.002036911453
934	0.002036911453
935	0.002036911453
936	0.002036911453
937	0.002036911453
938	0.002036911453
939	0.002036911453
940	0.002036900553
941	0.002036900553
942	0.002036900553
943	0.002036900553
944	0.002036900553
945	0.002036900553
946	0.002036900553
947	0.002036900553
948	0.002036900553
949	0.002036900553
950	0.002036900553
951	0.002036900553
952	0.002036900553
953	0.002036900553
954	0.002036900553
955	0.002036900553
956	0.002036900553
957	0.002036900553
958	0.002036900553
959	0.002036900553
960	0.002036900553
961	0.002036900553
962	0.002036900553
963	0.002036900553
964	0.002036900553
965	0.002036900553
966	0.002036900553
967	0.002036900553
968	0.002036900553
969	0.002036900553
970	0.002036900553
971	0.002036900553
972	0.002036900553
973	0.002036900553
974	0.002036900553
975	0.002036900553
976	0.002036900553
977	0.002036900553
978	0.002036900553
979	0.002036900553
980	0.002036900553
981	0.002036900553
982	0.002036900553
983	0.002036900553
984	0.002036900553
985	0.002036900553
986	0.002036900553
987	0.002036900553
988	0.002036900553
989	0.002036900553
990	0.002036900553
991	0.002036900553
992	0.002036900553
993	0.002036900553
994	0.002036900553
995	0.002036900553
996	0.002036900553
997	0.002036900553
998	0.002036900553
999	0.002036900553
